Date,site,edge type,replicate,rod ID,prey.type,present.absent,time.deployed,time.collected,field personnel,entered by,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,1,squid,1,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,2,squid,1,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,3,squid,1,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,4,squid,1,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,5,squid,1,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,6,squid,0,10:11,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,7,squid,1,10:12,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,8,squid,1,10:12,2:32,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,9,squid,1,10:12,2:33,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,1,10,squid,1,10:12,2:33,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,1,squid,1,10:17,2:39,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,2,squid,1,10:17,2:39,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,3,squid,1,10:17,2:39,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,4,squid,1,10:17,2:39,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,5,squid,1,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,6,squid,0,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,7,squid,1,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,8,squid,1,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,9,squid,1,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,1,10,squid,1,10:18,2:40,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,1,squid,1,10:21,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,2,squid,1,10:21,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,3,squid,1,10:21,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,4,squid,1,10:21,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,5,squid,1,10:21,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,6,squid,1,10:22,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,7,squid,1,10:22,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,8,squid,1,10:22,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,9,squid,1,10:22,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,1,10,squid,1,10:22,2:47,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,1,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,2,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,3,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,4,squid,0,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,5,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,6,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,7,squid,1,10:25,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,8,squid,1,10:26,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,9,squid,1,10:26,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,2,10,squid,1,10:26,2:57,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,1,squid,1,10:29,3:02,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,2,squid,1,10:29,3:02,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,3,squid,1,10:29,3:02,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,4,squid,1,10:29,3:02,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,5,squid,1,10:29,3:02,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,6,squid,1,10:29,3:03,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,7,squid,1,10:30,3:03,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,8,squid,1,10:30,3:03,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,9,squid,0,10:30,3:03,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,2,10,squid,0,10:30,3:03,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,1,squid,0,10:32,3:09,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,2,squid,0,10:32,3:09,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,3,squid,0,10:32,3:09,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,4,squid,0,10:32,3:09,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,5,squid,0,10:33,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,6,squid,0,10:33,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,7,squid,0,10:33,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,8,squid,1,10:33,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,9,squid,1,10:33,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,2,10,squid,1,10:34,3:10,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,1,squid,0,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,2,squid,0,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,3,squid,0,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,4,squid,1,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,5,squid,1,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,6,squid,1,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,7,squid,1,10:40,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,8,squid,0,10:41,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,9,squid,0,10:41,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slump,3,10,squid,0,10:41,3:18,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,1,squid,0,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,2,squid,1,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,3,squid,1,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,4,squid,1,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,5,squid,1,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,6,squid,0,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,7,squid,1,10:42,3:21,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,8,squid,1,10:42,3:22,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,9,squid,1,10:42,3:22,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,scarp,3,10,squid,1,10:42,3:22,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,1,squid,1,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,2,squid,0,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,3,squid,1,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,4,squid,0,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,5,squid,1,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,6,squid,1,10:44,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,7,squid,0,10:45,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,8,squid,1,10:45,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,9,squid,0,10:45,3:24,SZ & GG,,,,,,,,,,,,,
6/19/23,Dean Creek,slope,3,10,squid,0,10:45,3:24,SZ & GG,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,1,mud crab,1,10:18,2:33,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,2,mud crab,1,10:18,2:33,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,3,mud crab,1,10:21,2:34,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,4,mud crab,1,10:21,2:34,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,5,mud crab,1,10:23,2:35,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,6,mud crab,1,10:23,2:35,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,7,mud crab,1,10:24,2:36,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,1,8,mud crab,1,10:25,2:37,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,1,mud crab,1,10:30,2:42,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,2,mud crab,1,10:30,2:42,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,3,mud crab,1,10:31,2:43,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,4,mud crab,1,10:31,2:43,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,5,mud crab,1,10:31,2:44,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,6,mud crab,1,10:35,2:44,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,7,mud crab,1,10:35,2:45,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,1,8,mud crab,1,10:37,2:45,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,1,mud crab,0,10:46,2:48,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,2,mud crab,1,10:47,2:49,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,3,mud crab,1,10:47,2:49,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,4,mud crab,0,10:47,2:50,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,5,mud crab,1,10:47,2:51,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,6,mud crab,1,10:49,2:52,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,7,mud crab,1,10:49,2:53,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,1,8,mud crab,0,10:51,2:53,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,1,mud crab,1,10:56,2:56,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,2,mud crab,1,10:57,2:56,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,3,mud crab,0,10:57,2:56,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,4,mud crab,1,10:57,2:57,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,5,mud crab,1,10:58,2:57,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,6,mud crab,1,10:58,2:57,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,7,mud crab,1,11:00,2:58,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,2,8,mud crab,1,11:00,2:58,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,1,mud crab,1,11:05,3:00,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,2,mud crab,1,11:05,3:00,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,3,mud crab,1,11:09,3:00,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,4,mud crab,1,11:10,3:01,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,5,mud crab,1,11:10,3:01,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,6,mud crab,1,11:11,3:02,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,7,mud crab,0,11:11,3:03,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,2,8,mud crab,1,11:12,3:04,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,1,mud crab,1,11:23,3:06,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,2,mud crab,1,11:23,3:07,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,3,mud crab,0,11:24,3:08,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,4,mud crab,1,11:24,3:08,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,5,mud crab,1,11:25,3:08,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,6,mud crab,1,11:25,3:09,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,7,mud crab,1,11:26,3:10,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,2,8,mud crab,0,11:26,3:10,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,1,mud crab,1,11:39,3:17,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,2,mud crab,1,11:39,3:17,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,3,mud crab,1,11:39,3:18,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,4,mud crab,1,11:43,3:19,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,5,mud crab,0,11:44,3:19,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,6,mud crab,0,11:44,3:19,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,7,mud crab,1,11:45,3:20,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slump,3,8,mud crab,0,11:45,3:20,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,1,mud crab,0,11:50,3:22,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,2,mud crab,0,11:52,3:22,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,3,mud crab,1,11:52,3:23,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,4,mud crab,1,11:54,3:24,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,5,mud crab,1,11:54,3:24,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,6,mud crab,0,11:55,3:24,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,7,mud crab,1,11:56,3:25,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,scarp,3,8,mud crab,0,12:00,3:26,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,1,mud crab,1,12:05,3:28,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,2,mud crab,0,12:05,3:28,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,3,mud crab,1,12:11,3:28,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,4,mud crab,1,12:25,3:29,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,5,mud crab,0,12:25,3:30,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,6,mud crab,1,12:25,3:30,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,7,mud crab,1,12:27,3:30,GG & BB,,,,,,,,,,,,,
6/21/23,Dean Creek,slope,3,8,mud crab,1,12:28,3:30,GG & BB,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,1,squid,0,10:53,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,2,squid,0,10:53,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,3,squid,0,10:53,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,4,squid,0,10:53,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,5,squid,0,10:53,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,6,squid,1,11:02,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,7,squid,0,11:02,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,8,squid,0,11:02,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,9,squid,0,11:02,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,1,10,squid,0,11:02,3:15,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,1,squid,1,11:04,3:22,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,2,squid,1,11:04,3:22,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,3,squid,1,11:04,3:22,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,4,squid,0,11:04,3:22,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,5,squid,0,11:04,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,6,squid,0,11:04,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,7,squid,1,11:04,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,8,squid,1,11:05,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,9,squid,0,11:05,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,1,10,squid,1,11:05,3:23,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,1,squid,0,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,2,squid,1,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,3,squid,0,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,4,squid,0,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,5,squid,1,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,6,squid,0,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,7,squid,0,11:08,3:27,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,8,squid,1,11:09,3:28,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,9,squid,0,11:09,3:28,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,1,10,squid,0,11:09,3:28,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,1,squid,0,11:14,3:31,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,2,squid,0,11:14,3:31,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,3,squid,0,11:14,3:31,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,4,squid,0,11:14,3:31,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,5,squid,0,11:14,3:31,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,6,squid,0,11:15,3:32,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,7,squid,0,11:15,3:32,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,8,squid,1,11:15,3:32,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,9,squid,1,11:15,3:32,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,2,10,squid,0,11:15,3:32,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,1,squid,0,11:24,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,2,squid,0,11:24,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,3,squid,1,11:24,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,4,squid,0,11:24,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,5,squid,0,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,6,squid,1,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,7,squid,0,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,8,squid,0,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,9,squid,0,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,2,10,squid,1,11:25,3:35,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,1,squid,1,11:17,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,2,squid,1,11:17,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,3,squid,1,11:17,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,4,squid,0,11:17,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,5,squid,1,11:17,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,6,squid,0,11:18,3:38,GG & MP,,,,,,,,,,,,,
