Date,site,edge type,replicate,rod ID,prey.type,present.absent,time.deployed,time.collected,field personnel,entered by,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,7,squid,0,11:18,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,8,squid,0,11:18,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,9,squid,0,11:18,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,2,10,squid,1,11:18,3:38,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,1,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,2,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,3,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,4,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,5,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,6,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,7,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,8,squid,1,11:26,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,9,squid,1,11:27,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slump,3,10,squid,1,11:27,3:44,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,1,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,2,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,3,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,4,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,5,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,6,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,7,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,8,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,9,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,scarp,3,10,squid,1,11:29,3:49,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,1,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,2,squid,0,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,3,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,4,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,5,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,6,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,7,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,8,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,9,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
6/23/23,Dean Creek,slope,3,10,squid,1,11:31,3:50,GG & MP,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,1,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,2,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,3,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,4,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,5,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,6,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,7,squid,1,10:35,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,8,squid,1,10:36,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,9,squid,1,10:36,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,1,10,squid,1,10:36,2:31,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,1,squid,1,10:40,2:35,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,2,squid,1,10:40,2:35,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,3,squid,1,10:40,2:35,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,4,squid,1,10:40,2:35,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,5,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,6,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,7,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,8,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,9,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,1,10,squid,1,10:41,2:36,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,1,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,2,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,3,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,4,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,5,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,6,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,7,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,8,squid,1,10:44,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,9,squid,1,10:45,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,1,10,squid,1,10:45,2:46,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,1,squid,1,10:49,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,2,squid,1,10:49,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,3,squid,0,10:49,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,4,squid,1,10:49,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,5,squid,1,10:49,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,6,squid,1,10:50,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,7,squid,0,10:50,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,8,squid,0,10:50,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,9,squid,1,10:50,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,2,10,squid,1,10:50,2:50,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,1,squid,1,10:55,2:51,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,2,squid,1,10:55,2:51,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,3,squid,0,10:55,2:51,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,4,squid,1,10:55,2:51,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,5,squid,1,10:55,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,6,squid,1,10:55,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,7,squid,1,10:55,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,8,squid,1,10:56,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,9,squid,1,10:56,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,2,10,squid,1,10:56,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,1,squid,1,10:58,2:52,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,2,squid,1,10:58,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,3,squid,1,10:58,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,4,squid,1,10:58,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,5,squid,1,10:58,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,6,squid,1,10:59,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,7,squid,1,10:59,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,8,squid,1,10:59,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,9,squid,1,10:59,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,2,10,squid,0,10:59,2:54,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,1,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,2,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,3,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,4,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,5,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,6,squid,1,11:05,2:59,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,7,squid,1,11:06,3:00,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,8,squid,1,11:06,3:00,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,9,squid,1,11:06,3:00,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slump,3,10,squid,1,11:06,3:00,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,1,squid,1,11:07,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,2,squid,1,11:07,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,3,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,4,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,5,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,6,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,7,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,8,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,9,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,scarp,3,10,squid,1,11:08,3:01,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,1,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,2,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,3,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,4,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,5,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,6,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,7,squid,1,11:10,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,8,squid,1,11:11,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,9,squid,1,11:11,3:03,GG,,,,,,,,,,,,,
7/4/23,Dean Creek,slope,3,10,squid,1,11:11,3:03,GG,,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,1,mud crab,0,11:13,3:33,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,2,mud crab,0,11:13,3:33,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,3,mud crab,1,11:13,3:34,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,4,mud crab,1,11:13,3:34,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,5,mud crab,1,11:15,3:35,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,6,mud crab,1,11:15,3:35,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,7,mud crab,1,11:15,3:35,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,1,8,mud crab,1,11:15,3:36,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,1,mud crab,0,11:21,3:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,2,mud crab,1,11:22,3:41,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,3,mud crab,0,11:22,3:41,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,4,mud crab,1,11:23,3:44,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,5,mud crab,1,11:23,3:44,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,6,mud crab,0,11:23,3:44,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,7,mud crab,1,11:24,3:44,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,1,8,mud crab,1,11:24,3:46,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,1,mud crab,1,11:28,3:53,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,2,mud crab,0,11:28,3:55,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,3,mud crab,0,11:28,3:57,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,4,mud crab,1,11:28,3:57,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,5,mud crab,1,11:34,3:57,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,6,mud crab,0,11:36,3:59,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,7,mud crab,0,11:37,3:59,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,1,8,mud crab,0,11:38,4:00,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,1,mud crab,0,11:43,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,2,mud crab,1,11:43,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,3,mud crab,0,11:43,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,4,mud crab,1,11:43,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,5,mud crab,1,11:43,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,6,mud crab,1,11:44,4:40,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,7,mud crab,1,11:44,4:42,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,2,8,mud crab,0,11:45,4:42,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,1,mud crab,0,11:48,4:10,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,2,mud crab,1,11:48,4:11,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,3,mud crab,1,11:48,4:11,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,4,mud crab,1,11:50,4:13,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,5,mud crab,1,11:52,4:13,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,6,mud crab,0,11:52,4:14,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,7,mud crab,1,11:52,4:14,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,2,8,mud crab,0,11:53,4:15,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,1,mud crab,0,11:57,4:18,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,2,mud crab,1,12:00,4:18,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,3,mud crab,1,12:02,4:18,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,4,mud crab,0,12:02,4:18,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,5,mud crab,1,12:02,4:20,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,6,mud crab,0,12:03,4:20,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,7,mud crab,0,12:04,4:20,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,2,8,mud crab,1,12:07,4:23,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,1,mud crab,0,12:16,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,2,mud crab,1,12:17,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,3,mud crab,1,12:18,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,4,mud crab,1,12:18,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,5,mud crab,0,12:18,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,6,mud crab,1,12:19,4:50,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,7,mud crab,1,12:19,4:54,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slump,3,8,mud crab,1,12:19,4:54,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,1,mud crab,1,12:20,4:58,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,2,mud crab,0,12:20,4:58,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,3,mud crab,0,12:20,4:58,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,4,mud crab,1,12:20,5:00,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,5,mud crab,0,12:20,5:00,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,6,mud crab,1,12:20,5:00,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,7,mud crab,1,12:21,5:00,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,scarp,3,8,mud crab,1,12:21,5:02,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,1,mud crab,0,12:22,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,2,mud crab,0,12:23,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,3,mud crab,1,12:24,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,4,mud crab,0,12:25,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,5,mud crab,1,12:25,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,6,mud crab,0,12:26,5:04,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,7,mud crab,0,12:26,5:09,"GG,SM, & CR",,,,,,,,,,,,,
7/6/23,Dean Creek,slope,3,8,mud crab,1,12:27,5:09,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,1,mud crab,1,11:46,3:35,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,2,mud crab,1,11:46,3:36,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,3,mud crab,1,11:47,3:36,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,4,mud crab,1,11:47,3:36,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,5,mud crab,1,11:48,3:36,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,6,mud crab,1,11:48,3:38,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,7,mud crab,1,11:49,3:38,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slump,1,8,mud crab,1,11:50,3:40,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,1,mud crab,1,11:58,3:47,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,2,mud crab,1,11:58,3:47,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,3,mud crab,1,11:59,3:47,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,4,mud crab,1,11:59,3:48,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,5,mud crab,1,11:59,3:48,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,6,mud crab,1,12:00,3:48,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,7,mud crab,1,12:00,3:49,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,scarp,1,8,mud crab,0,12:01,3:50,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,1,mud crab,1,12:06,4:02,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,2,mud crab,0,12:06,4:02,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,3,mud crab,1,12:07,4:03,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,4,mud crab,0,12:07,4:03,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,5,mud crab,1,12:07,4:03,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,6,mud crab,1,12:08,4:05,"GG,SM, & CR",,,,,,,,,,,,,
7/7/23,Dean Creek,slope,1,7,mud crab,1,12:08,4:05,"GG,SM, & CR",,,,,,,,,,,,,
